receipt_no,sale_datetime,loyalty_card_no,store_location,country,item_code,department,qty,item_price,tender_type,register_no,cashier_id
POS-50395,2026-01-19 22:14:38,,Berlin - Mitte,DE,PROD-095,Sporting Goods,4,250.35,Cash,REG-01,EMP-103
POS-50396,2026-01-10 16:55:38,,Berlin - Mitte,DE,PROD-067,Apparel & Fashion,4,72.2,Card,REG-02,EMP-112
POS-50397,2026-05-14 21:27:28,MEM-107,London - Oxford St,UK,PROD-065,Sporting Goods,1,136.57,Card,REG-01,EMP-125
POS-50398,2025-12-07 07:19:42,MEM-364,Sydney - George St,AU,PROD-090,Sporting Goods,4,88.21,Card,REG-03,EMP-128
POS-50399,2026-05-07 02:58:36,MEM-210,Sydney - George St,AU,PROD-059,Books & Media,2,30.56,Card,REG-02,EMP-104
POS-50400,2025-12-28 15:18:45,,Sydney - George St,AU,PROD-050,Sporting Goods,1,202.7,Card,REG-02,EMP-126
POS-50401,2026-07-28 00:59:28,MEM-318,Sydney - George St,AU,PROD-078,Home & Living,2,178.99,Card,REG-05,EMP-119
POS-50402,2026-03-04 07:56:56,,Sydney - George St,AU,PROD-087,Apparel & Fashion,3,100.1,Cash,REG-01,EMP-122
POS-50403,2026-05-17 05:34:06,,Sydney - George St,AU,PROD-062,Apparel & Fashion,1,110.92,Card,REG-03,EMP-106
POS-50404,2025-11-02 00:33:04,,Mumbai - Bandra,IN,PROD-015,Sporting Goods,2,41.68,Contactless,REG-01,EMP-102
POS-50405,2025-10-13 14:51:23,MEM-127,Toronto - Downtown,CA,PROD-065,Sporting Goods,3,251.9,Cash,REG-05,EMP-126
POS-50406,2026-02-10 02:42:36,MEM-113,Toronto - Downtown,CA,PROD-065,Sporting Goods,2,70.81,Contactless,REG-06,EMP-102
POS-50407,2026-04-28 00:17:41,MEM-347,Toronto - Downtown,CA,PROD-087,Apparel & Fashion,2,114.29,Card,REG-04,EMP-121
POS-50408,2025-12-13 03:17:31,MEM-381,Paris - Champs-Elysees,FR,PROD-056,Consumer Electronics,1,164.5,Cash,REG-03,EMP-130
POS-50409,2026-05-01 06:59:45,,Toronto - Downtown,XX,PROD-013,Home & Living,2,69.41,Cash,REG-06,EMP-120
POS-50410,2026-09-05 15:06:07,,New York - 5th Ave,US,PROD-033,Home & Living,1,206.56,Card,REG-05,EMP-106
POS-50411,2026-03-10 09:38:08,,Paris - Champs-Elysees,FR,PROD-024,Books & Media,1,32.28,Contactless,REG-01,EMP-130
POS-50412,2026-05-04 23:41:55,MEM-305,New York - 5th Ave,US,PROD-100,Sporting Goods,1,148.48,Card,REG-02,EMP-102
POS-50413,2026-03-01 02:11:55,MEM-203,London - Oxford St,UK,PROD-045,Sporting Goods,1,247.43,Contactless,REG-01,EMP-124
POS-50414,2026-08-18 19:34:18,,Berlin - Mitte,DE,PROD-081,Consumer Electronics,3,702.78,Contactless,REG-05,EMP-116
POS-50415,2026-02-25 03:48:47,,London - Oxford St,UK,PROD-068,Home & Living,3,29.23,Card,REG-05,EMP-126
POS-50416,2026-02-02 14:58:05,MEM-268,Sydney - George St,AU,PROD-087,Apparel & Fashion,2,72.39,Contactless,REG-03,EMP-103
POS-50417,2026-01-06 14:17:06,,Sydney - George St,AU,PROD-090,Sporting Goods,4,213.69,Card,REG-02,EMP-104
POS-50418,2026-06-19 13:00:11,MEM-211,Mumbai - Bandra,IN,PROD-009,Books & Media,4,38.47,Card,REG-03,EMP-109
POS-50419,2025-10-02 08:40:25,MEM-101,Berlin - Mitte,DE,PROD-054,Books & Media,3,22.14,Card,REG-02,EMP-126
POS-50420,2026-02-17 17:46:26,,Toronto - Downtown,CA,PROD-028,Home & Living,1,156.67,Card,REG-06,EMP-101
POS-50421,2025-12-16 15:10:34,MEM-236,Berlin - Mitte,DE,PROD-039,Books & Media,4,44.44,Cash,REG-01,EMP-101
POS-50422,2026-08-03 02:04:47,,Mumbai - Bandra,IN,PROD-028,Home & Living,3,183.57,Cash,REG-04,EMP-125
POS-50423,2026-07-28 02:23:12,,New York - 5th Ave,US,PROD-055,Sporting Goods,3,63.29,Contactless,REG-05,EMP-106
POS-50424,2026-05-07 06:33:41,,London - Oxford St,UK,PROD-042,Apparel & Fashion,4,92.28,Card,REG-03,EMP-124
POS-50425,2026-06-25 06:55:27,MEM-241,Mumbai - Bandra,IN,PROD-019,Books & Media,4,37.79,Card,REG-06,EMP-129
POS-50426,2026-05-16 17:56:17,MEM-343,Berlin - Mitte,DE,PROD-072,Apparel & Fashion,1,21.52,Cash,REG-05,EMP-122
POS-50427,2026-04-24 21:38:17,,New York - 5th Ave,US,PROD-049,Books & Media,2,15.37,Contactless,REG-01,EMP-127
POS-50428,2026-01-07 15:45:45,MEM-261,Paris - Champs-Elysees,FR,PROD-009,Books & Media,2,9.26,Contactless,REG-04,EMP-107
POS-50429,2026-01-08 22:41:57,,New York - 5th Ave,US,PROD-076,Consumer Electronics,1,142.53,Cash,REG-06,EMP-101
POS-50430,2025-12-10 10:09:26,,New York - 5th Ave,US,PROD-086,Consumer Electronics,-1,542.09,Card,REG-04,EMP-125
POS-50431,2026-03-03 07:01:10,,Mumbai - Bandra,IN,PROD-027,Apparel & Fashion,2,74.73,Contactless,REG-03,EMP-127
POS-50432,2026-03-14 14:32:12,,Toronto - Downtown,CA,PROD-009,Books & Media,4,36.11,Contactless,REG-03,EMP-119
POS-50433,2025-11-23 09:40:58,MEM-362,Sydney - George St,AU,PROD-037,Apparel & Fashion,2,102.01,Card,REG-03,EMP-111
POS-50434,2025-11-27 06:15:28,MEM-260,Toronto - Downtown,CA,PROD-038,Home & Living,3,36.51,Contactless,REG-03,EMP-123
POS-50435,2026-05-23 00:25:55,,Berlin - Mitte,DE,PROD-086,Consumer Electronics,3,770.99,Cash,REG-02,EMP-123
POS-50436,2026-03-01 21:36:54,MEM-280,London - Oxford St,UK,PROD-098,Home & Living,3,166.42,Contactless,REG-04,EMP-104
POS-50437,2026-07-31 23:28:03,MEM-360,London - Oxford St,UK,PROD-065,Sporting Goods,2,79.75,Contactless,REG-04,EMP-123
POS-50438,2026-01-16 18:33:25,,Paris - Champs-Elysees,FR,PROD-031,Consumer Electronics,3,425.16,Card,REG-03,EMP-114
POS-50439,2026-07-07 07:05:29,MEM-166,New York - 5th Ave,US,PROD-053,Home & Living,3,160.12,Card,REG-03,EMP-130
POS-50440,2026-05-03 17:38:41,MEM-193,Mumbai - Bandra,IN,PROD-016,Consumer Electronics,3,413.26,Contactless,REG-03,EMP-128
POS-50441,2026-07-04 09:22:26,MEM-278,New York - 5th Ave,US,PROD-095,Sporting Goods,2,196.05,Cash,REG-06,EMP-107
POS-50442,2026-03-13 22:21:31,MEM-237,New York - 5th Ave,US,PROD-012,Apparel & Fashion,3,31.94,Card,REG-06,EMP-122
POS-50443,2026-07-27 03:12:28,,Mumbai - Bandra,IN,PROD-073,Home & Living,2,218.81,Card,REG-02,EMP-105
POS-50444,2026-09-14 07:43:50,,Mumbai - Bandra,IN,PROD-067,Apparel & Fashion,3,18.59,Contactless,REG-01,EMP-118
POS-50445,2026-02-13 19:03:18,MEM-104,Sydney - George St,AU,PROD-045,Sporting Goods,4,273.65,Card,REG-01,EMP-125
POS-50446,2025-10-17 14:23:01,MEM-219,Toronto - Downtown,CA,PROD-022,Apparel & Fashion,1,101.82,Card,REG-06,EMP-122
POS-50447,2026-03-27 04:35:35,,Berlin - Mitte,DE,PROD-027,Apparel & Fashion,4,31.7,Contactless,REG-05,EMP-111
POS-50001,2025-11-20 18:30:03,MEM-367,Mumbai - Bandra,IN,PROD-054,Books & Media,4,23.53,Contactless,REG-01,EMP-126
POS-50449,2026-01-28 02:03:55,MEM-320,Mumbai - Bandra,IN,PROD-093,Home & Living,4,83.29,Card,REG-03,EMP-125
POS-50450,2025-10-24 04:49:07,MEM-341,Mumbai - Bandra,IN,PROD-065,Sporting Goods,4,143.99,Cash,REG-02,EMP-126
POS-50451,2026-02-21 15:48:56,,Sydney - George St,AU,PROD-022,Apparel & Fashion,3,112.36,Card,REG-04,EMP-121
POS-50452,2026-05-12 15:59:38,MEM-340,Mumbai - Bandra,IN,PROD-052,Apparel & Fashion,1,76.57,Cash,REG-01,EMP-128
POS-50453,2026-03-30 06:24:53,,Mumbai - Bandra,IN,PROD-029,Books & Media,4,42.12,Card,REG-05,EMP-117
POS-50454,2026-07-12 17:17:30,,London - Oxford St,UK,PROD-013,Home & Living,4,80.18,Card,REG-04,EMP-107
POS-50455,2026-08-04 20:02:55,MEM-394,Paris - Champs-Elysees,FR,PROD-064,Books & Media,4,36.75,Contactless,REG-01,EMP-123
POS-50456,2026-02-03 23:54:47,MEM-216,London - Oxford St,UK,PROD-021,Consumer Electronics,3,321.72,Cash,REG-03,EMP-112
POS-50457,2026-01-26 22:43:20,MEM-288,London - Oxford St,UK,PROD-090,Sporting Goods,2,207.61,Contactless,REG-02,EMP-104
POS-50458,2026-01-23 05:39:48,MEM-371,Toronto - Downtown,CA,PROD-100,Sporting Goods,1,30.2,Cash,REG-02,EMP-125
POS-50459,2026-09-07 08:30:12,,Toronto - Downtown,CA,PROD-002,Apparel & Fashion,3,99.6,Contactless,REG-03,EMP-128
POS-50460,2026-10-14 06:38:12,,Paris - Champs-Elysees,FR,PROD-088,Home & Living,4,138.42,Card,REG-05,EMP-127
POS-50461,2026-04-01 16:06:59,MEM-175,New York - 5th Ave,US,PROD-046,Consumer Electronics,1,184.08,Contactless,REG-04,EMP-119
POS-50462,2026-09-14 09:47:22,MEM-383,Berlin - Mitte,DE,PROD-068,Home & Living,2,204.3,Card,REG-03,EMP-102
POS-50463,2026-09-14 11:50:08,MEM-335,Mumbai - Bandra,IN,PROD-053,Home & Living,3,169.73,Card,REG-04,EMP-105
POS-50001,2026-08-12 19:50:38,MEM-303,Berlin - Mitte,DE,PROD-014,Books & Media,1,11.83,Card,REG-05,EMP-121
POS-50465,2026-04-02 16:46:25,MEM-253,Mumbai - Bandra,IN,PROD-053,Home & Living,1,63.22,Card,REG-05,EMP-118
POS-50466,2026-01-23 10:25:24,MEM-194,Toronto - Downtown,CA,PROD-082,Apparel & Fashion,3,104.88,Card,REG-01,EMP-102
POS-50467,2026-07-16 16:18:13,MEM-216,Toronto - Downtown,CA,PROD-033,Home & Living,2,227.05,Cash,REG-05,EMP-102
POS-50468,2026-03-05 22:01:55,,Sydney - George St,AU,PROD-003,Home & Living,2,67.88,Contactless,REG-06,EMP-114
POS-50469,2026-03-01 08:31:50,MEM-144,Toronto - Downtown,CA,PROD-007,Apparel & Fashion,1,22.45,Contactless,REG-06,EMP-126
POS-50470,2026-07-21 11:00:33,MEM-182,Sydney - George St,AU,PROD-007,Apparel & Fashion,1,101.95,Cash,REG-03,EMP-127
POS-50471,2026-05-26 12:33:51,MEM-181,Mumbai - Bandra,IN,PROD-019,Books & Media,3,20.78,Cash,REG-01,EMP-129
POS-50472,2026-05-25 23:05:34,,Paris - Champs-Elysees,FR,PROD-012,Apparel & Fashion,1,16.99,Cash,REG-02,EMP-123
POS-50473,2026-05-20 06:22:21,MEM-141,Toronto - Downtown,CA,PROD-079,Books & Media,2,15.15,Cash,REG-04,EMP-118
POS-50474,2026-10-14 06:38:12,MEM-340,Mumbai - Bandra,IN,PROD-049,Books & Media,2,29.81,Card,REG-03,EMP-111
POS-50475,2025-11-03 16:30:16,,New York - 5th Ave,US,PROD-015,Sporting Goods,4,44.44,Contactless,REG-04,EMP-105
POS-50476,2025-12-08 08:59:28,,London - Oxford St,UK,PROD-037,Apparel & Fashion,4,25.73,Cash,REG-01,EMP-113
POS-50477,2026-07-12 07:29:03,,Berlin - Mitte,DE,PROD-016,Consumer Electronics,4,700.21,Contactless,REG-05,EMP-109
POS-50478,2026-03-19 08:12:34,,New York - 5th Ave,US,PROD-090,Sporting Goods,3,109.26,Contactless,REG-06,EMP-130
POS-50479,2026-08-17 10:05:33,MEM-369,Berlin - Mitte,DE,PROD-077,Apparel & Fashion,2,88.59,Contactless,REG-01,EMP-112
POS-50480,2026-06-12 00:23:16,,New York - 5th Ave,US,PROD-045,Sporting Goods,4,36.83,Cash,REG-04,EMP-129
POS-50481,2026-04-11 06:08:01,,Paris - Champs-Elysees,FR,PROD-061,Consumer Electronics,1,76.76,Contactless,REG-01,EMP-116
POS-50482,2026-08-22 20:41:52,MEM-207,London - Oxford St,UK,PROD-038,Home & Living,3,199.1,Cash,REG-02,EMP-108
POS-50483,2026-06-02 19:19:36,,Mumbai - Bandra,IN,PROD-054,Books & Media,4,15.13,Card,REG-04,EMP-127
POS-50484,2026-01-20 14:19:46,MEM-152,London - Oxford St,UK,PROD-052,Apparel & Fashion,1,0.0,Contactless,REG-01,EMP-101
POS-50485,2025-09-22 13:57:12,,Mumbai - Bandra,IN,PROD-045,Sporting Goods,4,77.51,Contactless,REG-01,EMP-127
POS-50486,2025-09-21 07:18:42,MEM-280,Sydney - George St,AU,PROD-059,Books & Media,4,24.82,Cash,REG-03,EMP-122
POS-50487,2026-02-24 13:20:24,MEM-354,Berlin - Mitte,DE,PROD-063,Home & Living,3,173.49,Card,REG-06,EMP-112
POS-50488,2026-06-08 01:36:24,MEM-296,London - Oxford St,UK,PROD-023,Home & Living,1,97.18,Cash,REG-04,EMP-117
POS-50489,2025-11-23 14:06:23,,Toronto - Downtown,CA,PROD-084,Books & Media,2,23.02,Card,REG-04,EMP-130
POS-50490,2026-03-23 22:44:43,MEM-161,Toronto - Downtown,CA,PROD-015,Sporting Goods,3,109.04,Contactless,REG-03,EMP-127
POS-50491,2026-05-22 01:59:28,,Berlin - Mitte,DE,PROD-097,Apparel & Fashion,4,79.9,Contactless,REG-05,EMP-117
POS-50492,2026-01-09 16:31:37,,New York - 5th Ave,US,PROD-083,Home & Living,2,166.24,Card,REG-01,EMP-117
POS-50493,2025-12-10 05:47:58,MEM-104,Paris - Champs-Elysees,FR,PROD-037,Apparel & Fashion,2,112.68,Contactless,REG-04,EMP-109
POS-50494,2026-04-28 09:09:12,MEM-102,London - Oxford St,UK,PROD-068,Home & Living,1,83.12,Cash,REG-01,EMP-106
POS-50495,2026-08-22 12:48:33,MEM-218,Sydney - George St,AU,PROD-050,Sporting Goods,3,297.83,Card,REG-04,EMP-106
POS-50496,2025-12-10 09:02:54,MEM-286,London - Oxford St,UK,PROD-017,Apparel & Fashion,1,110.47,Contactless,REG-01,EMP-123
POS-50497,2026-04-17 15:44:35,MEM-254,Sydney - George St,AU,PROD-004,Books & Media,2,9.47,Contactless,REG-06,EMP-113
POS-50498,2026-04-30 09:46:56,MEM-199,Paris - Champs-Elysees,FR,PROD-032,Apparel & Fashion,2,24.04,Card,REG-01,EMP-128
POS-50499,2026-03-02 07:54:45,MEM-121,Berlin - Mitte,DE,PROD-002,Apparel & Fashion,3,43.23,Card,REG-04,EMP-104
POS-50500,2026-07-01 01:57:07,,Berlin - Mitte,DE,PROD-029,Books & Media,3,35.3,Card,REG-01,EMP-117
POS-50501,2025-12-06 10:10:29,,London - Oxford St,UK,PROD-012,Apparel & Fashion,1,118.35,Card,REG-02,EMP-108
POS-50502,2026-08-21 13:00:57,,London - Oxford St,UK,PROD-065,Sporting Goods,3,138.33,Contactless,REG-04,EMP-103
POS-50503,2026-04-04 04:56:18,MEM-228,Paris - Champs-Elysees,FR,PROD-055,Sporting Goods,3,292.82,Card,REG-03,EMP-112
POS-50504,2025-10-26 08:11:51,MEM-100,Mumbai - Bandra,IN,PROD-053,Home & Living,3,139.24,Cash,REG-06,EMP-124
POS-50505,2025-12-23 08:54:04,MEM-325,Sydney - George St,AU,PROD-067,Apparel & Fashion,1,27.47,Contactless,REG-05,EMP-128
POS-50506,2026-06-09 05:50:16,MEM-324,Berlin - Mitte,DE,PROD-076,Consumer Electronics,2,522.2,Card,REG-01,EMP-115
POS-50507,2025-12-14 00:47:38,,New York - 5th Ave,US,PROD-004,Books & Media,4,16.98,Contactless,REG-05,EMP-130
POS-50508,2026-08-02 14:20:37,,London - Oxford St,UK,PROD-097,Apparel & Fashion,1,23.11,Cash,REG-06,EMP-123
POS-50509,2025-09-16 07:37:52,,Paris - Champs-Elysees,FR,PROD-089,Books & Media,1,34.11,Contactless,REG-03,EMP-105
POS-50510,2026-08-17 00:59:54,MEM-304,London - Oxford St,UK,PROD-084,Books & Media,2,32.31,Card,REG-02,EMP-108
POS-50511,2026-04-04 10:41:09,MEM-323,New York - 5th Ave,US,PROD-078,Home & Living,3,206.81,Card,REG-06,EMP-128
POS-50512,2026-03-01 20:30:02,MEM-212,London - Oxford St,UK,PROD-047,Apparel & Fashion,1,32.76,Card,REG-06,EMP-106
POS-50513,2026-07-12 07:10:41,,Berlin - Mitte,DE,PROD-025,Sporting Goods,1,163.98,Cash,REG-05,EMP-115
POS-50514,2026-05-22 15:17:27,MEM-163,Berlin - Mitte,DE,PROD-034,Books & Media,2,28.83,Card,REG-02,EMP-119
POS-50515,2025-10-20 23:22:17,MEM-172,Paris - Champs-Elysees,FR,PROD-018,Home & Living,3,107.24,Card,REG-03,EMP-115
POS-50516,2026-07-19 16:54:13,,Berlin - Mitte,DE,PROD-035,Sporting Goods,1,132.17,Card,REG-01,EMP-109
POS-50517,2026-08-15 09:50:02,MEM-259,New York - 5th Ave,US,PROD-071,Consumer Electronics,2,155.98,Cash,REG-03,EMP-111
POS-50518,2025-09-19 21:48:46,,Toronto - Downtown,CA,PROD-023,Home & Living,3,181.0,Card,REG-02,EMP-124
POS-50519,2025-11-18 17:10:23,MEM-190,Toronto - Downtown,CA,PROD-080,Sporting Goods,3,256.1,Card,REG-02,EMP-127
POS-50520,2026-04-18 09:54:21,MEM-216,Berlin - Mitte,DE,PROD-073,Home & Living,1,73.97,Contactless,REG-05,EMP-128
POS-50521,2026-05-26 07:17:44,MEM-236,New York - 5th Ave,US,PROD-056,Consumer Electronics,2,685.0,Cash,REG-02,EMP-105
POS-50522,2026-02-07 23:10:02,,Mumbai - Bandra,IN,PROD-005,Sporting Goods,1,72.85,Cash,REG-02,EMP-111
POS-50523,2026-08-07 03:05:17,,London - Oxford St,UK,PROD-012,Apparel & Fashion,4,101.6,Card,REG-02,EMP-117
POS-50524,2026-04-03 02:37:08,MEM-349,Toronto - Downtown,CA,PROD-092,Apparel & Fashion,3,87.58,Cash,REG-01,EMP-109
POS-50525,2026-02-10 06:50:32,,London - Oxford St,UK,PROD-008,Home & Living,1,192.3,Cash,REG-05,EMP-106
POS-50526,2026-05-24 20:30:41,MEM-223,Berlin - Mitte,DE,PROD-053,Home & Living,-2,71.19,Cash,REG-05,EMP-111
POS-50527,2025-11-12 03:19:49,MEM-172,Paris - Champs-Elysees,FR,PROD-029,Books & Media,2,38.04,Cash,REG-05,EMP-114
POS-50528,2026-09-10 02:44:18,,Berlin - Mitte,DE,PROD-020,Sporting Goods,3,102.44,Contactless,REG-06,EMP-127
POS-50529,2025-09-28 09:09:25,MEM-212,London - Oxford St,UK,PROD-086,Consumer Electronics,4,601.26,Cash,REG-01,EMP-108
POS-50530,2026-03-26 04:00:20,,Toronto - Downtown,CA,PROD-049,Books & Media,2,16.37,Card,REG-04,EMP-127
POS-50531,2026-02-19 06:25:07,MEM-303,Berlin - Mitte,DE,PROD-056,Consumer Electronics,2,653.77,Card,REG-05,EMP-119
POS-50532,2025-10-07 20:50:18,MEM-352,Mumbai - Bandra,IN,PROD-068,Home & Living,4,105.31,Cash,REG-05,EMP-115
POS-50533,2026-01-26 12:20:59,,Toronto - Downtown,CA,PROD-031,Consumer Electronics,3,558.86,Cash,REG-04,EMP-126
POS-50534,2026-04-17 20:19:30,MEM-353,Mumbai - Bandra,IN,PROD-031,Consumer Electronics,4,529.85,Cash,REG-06,EMP-119
POS-50535,2026-01-17 06:31:21,MEM-202,Berlin - Mitte,DE,PROD-093,Home & Living,3,35.91,Card,REG-02,EMP-128
POS-50536,2026-07-06 23:57:00,,New York - 5th Ave,US,PROD-053,Home & Living,3,39.68,Card,REG-02,EMP-108
POS-50537,2026-06-26 13:32:38,,Toronto - Downtown,CA,PROD-097,Apparel & Fashion,3,108.2,Cash,REG-06,EMP-109
POS-50538,2026-08-16 22:00:55,MEM-158,Sydney - George St,AU,PROD-059,Books & Media,1,30.27,Cash,REG-02,EMP-130
POS-50539,2025-11-16 11:28:35,MEM-360,Toronto - Downtown,CA,PROD-085,Sporting Goods,2,191.06,Card,REG-03,EMP-123
POS-50540,2025-10-27 14:15:33,MEM-137,London - Oxford St,UK,PROD-011,Consumer Electronics,2,326.55,Contactless,REG-02,EMP-107
POS-50541,2025-10-07 11:16:04,MEM-161,Berlin - Mitte,DE,PROD-082,Apparel & Fashion,4,90.25,Card,REG-01,EMP-106
POS-50542,2026-07-14 13:23:46,,Toronto - Downtown,CA,PROD-033,Home & Living,2,41.88,Contactless,REG-06,EMP-126
POS-50543,2026-01-01 22:40:58,,New York - 5th Ave,US,PROD-061,Consumer Electronics,3,277.46,Contactless,REG-02,EMP-125
POS-50544,2026-01-23 01:35:17,,Berlin - Mitte,DE,PROD-030,Sporting Goods,1,73.14,Cash,REG-03,EMP-130
POS-50545,2025-09-21 20:47:51,MEM-180,Sydney - George St,AU,PROD-084,Books & Media,4,30.59,Cash,REG-06,EMP-128
POS-50546,2026-01-21 03:45:20,MEM-363,Toronto - Downtown,CA,PROD-010,Sporting Goods,4,272.76,Contactless,REG-03,EMP-113
POS-50547,2026-08-14 18:11:24,,Toronto - Downtown,CA,PROD-082,Apparel & Fashion,3,78.28,Contactless,REG-03,EMP-111
POS-50548,2026-01-24 16:46:21,,Paris - Champs-Elysees,FR,PROD-053,Home & Living,4,36.01,Card,REG-05,EMP-113
POS-50549,2025-11-06 22:19:16,MEM-185,Berlin - Mitte,DE,PROD-010,Sporting Goods,4,44.2,Card,REG-03,EMP-108
POS-50550,2026-06-14 07:50:28,MEM-117,Paris - Champs-Elysees,FR,PROD-062,Apparel & Fashion,3,98.2,Contactless,REG-01,EMP-126
POS-50551,2025-11-24 14:27:17,MEM-210,New York - 5th Ave,US,PROD-015,Sporting Goods,1,293.88,Contactless,REG-05,EMP-114
POS-50552,2025-12-01 16:41:37,MEM-367,Berlin - Mitte,DE,PROD-039,Books & Media,3,27.3,Cash,REG-03,EMP-111
POS-50553,2026-05-02 08:23:01,MEM-324,New York - 5th Ave,US,PROD-050,Sporting Goods,3,60.26,Cash,REG-01,EMP-106
POS-50554,2026-04-10 22:27:45,,Sydney - George St,AU,PROD-018,Home & Living,4,114.05,Card,REG-01,EMP-128
POS-50555,2026-06-07 10:14:58,,Mumbai - Bandra,IN,PROD-061,Consumer Electronics,1,349.18,Cash,REG-02,EMP-113
POS-50556,2026-05-02 18:43:56,MEM-353,Toronto - Downtown,CA,PROD-069,Books & Media,3,27.38,Card,REG-05,EMP-130
POS-50557,2026-04-05 02:12:09,,Mumbai - Bandra,IN,PROD-027,Apparel & Fashion,1,78.65,Cash,REG-02,EMP-128
POS-50558,2025-10-13 04:05:40,,Toronto - Downtown,CA,PROD-096,Consumer Electronics,4,635.55,Cash,REG-05,EMP-125
POS-50559,2026-09-09 15:28:07,,Mumbai - Bandra,IN,PROD-044,Books & Media,2,28.43,Card,REG-01,EMP-118
POS-50560,2026-06-19 15:10:48,,New York - 5th Ave,US,PROD-034,Books & Media,3,21.52,Card,REG-06,EMP-115
POS-50561,2026-07-24 08:18:35,,Toronto - Downtown,CA,PROD-026,Consumer Electronics,2,468.52,Cash,REG-06,EMP-106
POS-50562,2026-01-20 22:01:02,MEM-357,Berlin - Mitte,DE,PROD-078,Home & Living,4,30.88,Cash,REG-01,EMP-129
POS-50563,2025-10-04 14:00:04,MEM-197,Sydney - George St,AU,PROD-073,Home & Living,2,72.17,Card,REG-01,EMP-123
POS-50564,2026-10-09 06:38:12,MEM-174,London - Oxford St,UK,PROD-045,Sporting Goods,3,60.41,Contactless,REG-01,EMP-120
POS-50565,2026-01-07 21:55:09,,Paris - Champs-Elysees,FR,PROD-066,Consumer Electronics,1,640.34,Contactless,REG-02,EMP-101
POS-50566,2026-03-27 19:43:56,MEM-264,Sydney - George St,AU,PROD-094,Books & Media,2,12.09,Card,REG-05,EMP-124
POS-50001,2026-05-05 23:08:33,MEM-347,London - Oxford St,UK,PROD-089,Books & Media,3,30.44,Cash,REG-04,EMP-103
POS-50568,2026-08-11 13:52:17,MEM-139,Berlin - Mitte,DE,PROD-011,Consumer Electronics,3,309.94,Contactless,REG-04,EMP-113
POS-50569,2025-10-12 03:37:49,MEM-183,Sydney - George St,AU,PROD-054,Books & Media,2,31.52,Cash,REG-02,EMP-124
POS-50570,2026-01-01 08:57:45,MEM-117,Sydney - George St,AU,PROD-096,Consumer Electronics,3,123.2,Contactless,REG-04,EMP-127
POS-50571,2026-05-02 11:53:58,MEM-161,New York - 5th Ave,US,PROD-093,Home & Living,3,154.2,Contactless,REG-06,EMP-127
POS-50572,2026-08-04 10:32:18,MEM-341,Paris - Champs-Elysees,FR,PROD-010,Sporting Goods,1,124.47,Card,REG-01,EMP-112
POS-50573,2025-10-11 04:13:14,MEM-124,Toronto - Downtown,CA,PROD-073,Home & Living,1,117.59,Contactless,REG-01,EMP-119
POS-50574,2026-06-04 21:36:32,MEM-373,New York - 5th Ave,US,PROD-071,Consumer Electronics,2,668.5,Cash,REG-01,EMP-115
POS-50575,2025-11-18 20:51:42,MEM-129,Toronto - Downtown,CA,PROD-084,Books & Media,3,33.99,Cash,REG-06,EMP-128
POS-50576,2026-04-25 07:28:09,MEM-158,Paris - Champs-Elysees,XX,PROD-065,Sporting Goods,2,40.11,Contactless,REG-04,EMP-110
POS-50577,2026-01-07 08:45:40,MEM-395,Berlin - Mitte,DE,PROD-094,Books & Media,4,28.6,Card,REG-02,EMP-122
POS-50578,2025-12-16 17:20:05,MEM-165,London - Oxford St,UK,PROD-023,Home & Living,1,41.6,Contactless,REG-05,EMP-122
POS-50579,2026-06-19 13:47:50,,Paris - Champs-Elysees,FR,PROD-035,Sporting Goods,4,106.07,Card,REG-04,EMP-130
POS-50580,2026-02-27 09:43:04,,Toronto - Downtown,CA,PROD-053,Home & Living,3,87.73,Cash,REG-03,EMP-118
POS-50581,2025-09-24 23:24:55,MEM-162,London - Oxford St,UK,PROD-071,Consumer Electronics,2,209.94,Contactless,REG-05,EMP-104
POS-50582,2026-02-25 12:54:43,MEM-398,New York - 5th Ave,US,PROD-005,Sporting Goods,2,269.52,Contactless,REG-02,EMP-127
POS-50583,2026-03-24 08:06:39,,Berlin - Mitte,DE,PROD-031,Consumer Electronics,1,558.68,Cash,REG-05,EMP-103
POS-50584,2026-02-06 07:39:24,MEM-139,London - Oxford St,UK,PROD-040,Sporting Goods,1,55.54,Contactless,REG-02,EMP-118
POS-50585,2026-03-22 18:56:25,MEM-225,Mumbai - Bandra,IN,PROD-049,Books & Media,2,22.29,Card,REG-06,EMP-106
POS-50586,2026-03-08 21:28:09,,Sydney - George St,AU,PROD-003,Home & Living,3,0.0,Card,REG-04,EMP-117
POS-50587,2025-09-25 13:59:50,MEM-278,New York - 5th Ave,US,PROD-069,Books & Media,2,10.86,Contactless,REG-05,EMP-111
POS-50588,2026-05-24 10:22:30,,Berlin - Mitte,DE,PROD-072,Apparel & Fashion,1,73.41,Card,REG-03,EMP-110
POS-50589,2026-06-18 20:07:20,MEM-293,Berlin - Mitte,DE,PROD-060,Sporting Goods,2,179.73,Card,REG-01,EMP-126
POS-50590,2026-08-27 18:41:51,MEM-372,New York - 5th Ave,US,PROD-078,Home & Living,1,0.0,Contactless,REG-05,EMP-113
POS-50591,2026-05-18 07:21:48,,Paris - Champs-Elysees,FR,PROD-068,Home & Living,3,38.75,Cash,REG-04,EMP-125
POS-50592,2026-08-31 00:49:40,,London - Oxford St,UK,PROD-062,Apparel & Fashion,1,21.79,Cash,REG-01,EMP-112
